Generación,Fitness,Máximo
5,-18,-10
5,-18,-10
5,-18,-10
5,-18,-10
5,-18,-10
5,-18,-10
5,-18,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-16,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-14,-10
5,-12,-10
5,-12,-10
5,-12,-10
5,-12,-10
5,-10,-10
5,-10,-10
6,-34,-10
6,-30,-10
6,-30,-10
6,-28,-10
6,-28,-10
6,-28,-10
6,-26,-10
6,-26,-10
6,-24,-10
6,-24,-10
6,-24,-10
6,-24,-10
6,-24,-10
6,-22,-10
6,-22,-10
6,-22,-10
6,-22,-10
6,-22,-10
6,-22,-10
6,-22,-10
6,-22,-10
6,-22,-10
6,-22,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-20,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-18,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-16,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-14,-10
6,-12,-10
6,-12,-10
6,-12,-10
6,-12,-10
6,-12,-10
6,-12,-10
6,-12,-10
6,-12,-10
6,-12,-10
6,-12,-10
6,-10,-10
6,-10,-10
6,-10,-10
7,-32,-10
7,-30,-10
7,-30,-10
7,-28,-10
7,-28,-10
7,-28,-10
7,-28,-10
7,-28,-10
7,-26,-10
7,-26,-10
7,-26,-10
7,-26,-10
7,-26,-10
7,-26,-10
7,-24,-10
7,-24,-10
7,-24,-10
7,-24,-10
7,-24,-10
7,-24,-10
7,-24,-10
7,-24,-10
7,-22,-10
7,-22,-10
7,-22,-10
7,-22,-10
7,-22,-10
7,-22,-10
7,-22,-10
7,-22,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-20,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-18,-10
7,-16,-10
7,-16,-10
7,-16,-10
7,-16,-10
7,-16,-10
7,-16,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-14,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-12,-10
7,-10,-10
7,-10,-10
7,-10,-10
7,-10,-10
8,-38,-10
8,-32,-10
8,-30,-10
8,-28,-10
8,-28,-10
8,-26,-10
8,-26,-10
8,-26,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-24,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-22,-10
8,-20,-10
8,-20,-10
8,-20,-10
8,-20,-10
8,-20,-10
8,-20,-10
8,-20,-10
8,-20,-10
8,-20,-10
8,-20,-10
8,-20,-10
8,-18,-10
8,-18,-10
8,-18,-10
8,-18,-10
8,-18,-10
8,-18,-10
8,-18,-10
8,-18,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-16,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-14,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-12,-10
8,-10,-10
8,-10,-10
8,-10,-10
8,-10,-10
8,-10,-10
8,-10,-10
8,-10,-10
9,-30,-8
9,-30,-8
9,-30,-8
9,-30,-8
9,-28,-8
9,-26,-8
9,-26,-8
9,-26,-8
9,-24,-8
9,-24,-8
9,-24,-8
9,-24,-8
9,-24,-8
9,-24,-8
9,-24,-8
9,-24,-8
9,-24,-8
9,-24,-8
9,-24,-8
9,-22,-8
9,-22,-8
9,-22,-8
9,-22,-8
9,-22,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-20,-8
9,-18,-8
9,-18,-8
9,-18,-8
9,-18,-8
9,-18,-8
9,-18,-8
9,-18,-8
9,-18,-8
9,-16,-8
9,-16,-8
9,-16,-8
9,-16,-8
9,-16,-8
9,-16,-8
9,-14,-8
9,-14,-8
9,-14,-8
9,-14,-8
9,-14,-8
9,-14,-8
9,-14,-8
9,-14,-8
9,-14,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-12,-8
9,-10,-8
9,-10,-8
9,-10,-8
9,-10,-8
9,-10,-8
9,-10,-8
9,-10,-8
9,-10,-8
9,-10,-8
9,-10,-8
9,-10,-8
9,-8,-8
9,-8,-8
10,-36,-8
10,-36,-8
10,-34,-8
10,-30,-8
10,-28,-8
10,-26,-8
10,-26,-8
10,-26,-8
10,-26,-8
10,-24,-8
10,-24,-8
10,-24,-8
10,-22,-8
10,-22,-8
10,-22,-8
10,-22,-8
10,-22,-8
10,-22,-8
10,-22,-8
10,-22,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-20,-8
10,-18,-8
10,-18,-8
10,-18,-8
10,-18,-8
10,-18,-8
10,-18,-8
10,-18,-8
10,-18,-8
10,-18,-8
10,-16,-8
10,-16,-8
10,-16,-8
10,-16,-8
10,-16,-8
10,-16,-8
10,-16,-8
10,-14,-8
10,-14,-8
10,-14,-8
10,-14,-8
10,-14,-8
10,-14,-8
10,-14,-8
10,-14,-8
10,-14,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-12,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-10,-8
10,-8,-8
10,-8,-8
10,-8,-8
11,-28,-8
11,-28,-8
11,-26,-8
11,-26,-8
11,-26,-8
11,-24,-8
11,-22,-8
11,-22,-8
11,-22,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-20,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-18,-8
11,-16,-8
11,-16,-8
11,-16,-8
11,-16,-8
11,-16,-8
11,-16,-8
11,-16,-8
11,-16,-8
11,-16,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-14,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-12,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-10,-8
11,-8,-8
11,-8,-8
11,-8,-8
11,-8,-8
11,-8,-8
12,-32,-6
12,-28,-6
12,-28,-6
12,-26,-6
12,-26,-6
12,-26,-6
12,-26,-6
12,-24,-6
12,-24,-6
12,-24,-6
12,-24,-6
12,-24,-6
12,-24,-6
12,-24,-6
12,-22,-6
12,-22,-6
12,-22,-6
12,-22,-6
12,-22,-6
12,-22,-6
12,-22,-6
12,-22,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-20,-6
12,-18,-6
12,-18,-6
12,-18,-6
12,-18,-6
12,-18,-6
12,-18,-6
12,-18,-6
12,-18,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-16,-6
12,-14,-6
12,-14,-6
12,-14,-6
12,-14,-6
12,-14,-6
12,-14,-6
12,-14,-6
12,-14,-6
12,-14,-6
12,-14,-6
12,-12,-6
12,-12,-6
12,-12,-6
12,-12,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-10,-6
12,-8,-6
12,-8,-6
12,-8,-6
12,-8,-6
12,-8,-6
12,-8,-6
12,-6,-6
13,-26,-6
13,-26,-6
13,-26,-6
13,-26,-6
13,-24,-6
13,-24,-6
13,-24,-6
13,-24,-6
13,-22,-6
13,-22,-6
13,-22,-6
13,-22,-6
13,-22,-6
13,-22,-6
13,-22,-6
13,-22,-6
13,-22,-6
13,-22,-6
13,-20,-6
13,-20,-6
13,-20,-6
13,-20,-6
13,-20,-6
13,-20,-6
13,-20,-6
13,-18,-6
13,-18,-6
13,-18,-6
13,-18,-6
13,-18,-6
13,-18,-6
13,-18,-6
13,-18,-6
13,-18,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-16,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-14,-6
13,-12,-6
13,-12,-6
13,-12,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-10,-6
13,-8,-6
13,-8,-6
13,-8,-6
13,-8,-6
13,-8,-6
13,-8,-6
13,-8,-6
13,-6,-6
14,-30,-6
14,-30,-6
14,-28,-6
14,-28,-6
14,-28,-6
14,-26,-6
14,-26,-6
14,-26,-6
14,-26,-6
14,-26,-6
14,-26,-6
14,-24,-6
14,-24,-6
14,-24,-6
14,-24,-6
14,-24,-6
14,-24,-6
14,-22,-6
14,-22,-6
14,-22,-6
14,-22,-6
14,-22,-6
14,-22,-6
14,-22,-6
14,-22,-6
14,-22,-6
14,-20,-6
14,-20,-6
14,-20,-6
14,-20,-6
14,-20,-6
14,-20,-6
14,-20,-6
14,-20,-6
14,-18,-6
14,-18,-6
14,-18,-6
14,-18,-6
14,-18,-6
14,-18,-6
14,-18,-6
14,-18,-6
14,-18,-6
14,-18,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-16,-6
14,-14,-6
14,-14,-6
14,-14,-6
14,-14,-6
14,-12,-6
14,-12,-6
14,-12,-6
14,-12,-6
14,-12,-6
14,-12,-6
14,-12,-6
14,-12,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-10,-6
14,-8,-6
14,-8,-6
14,-8,-6
14,-8,-6
14,-8,-6
14,-8,-6
14,-8,-6
14,-8,-6
14,-8,-6
14,-6,-6
14,-6,-6
15,-36,-6
15,-32,-6
15,-30,-6
15,-26,-6
15,-26,-6
15,-26,-6
15,-26,-6
15,-24,-6
15,-24,-6
15,-24,-6
15,-24,-6
15,-22,-6
15,-22,-6
15,-22,-6
15,-22,-6
15,-22,-6
15,-22,-6
15,-22,-6
15,-22,-6
15,-20,-6
15,-20,-6
15,-20,-6
15,-20,-6
15,-20,-6
15,-20,-6
15,-20,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-18,-6
15,-16,-6
15,-16,-6
15,-16,-6
15,-16,-6
15,-16,-6
15,-16,-6
15,-16,-6
15,-16,-6
15,-16,-6
15,-14,-6
15,-14,-6
15,-14,-6
15,-14,-6
15,-14,-6
15,-14,-6
15,-14,-6
15,-12,-6
15,-12,-6
15,-12,-6
15,-12,-6
15,-12,-6
15,-12,-6
15,-12,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-10,-6
15,-8,-6
15,-8,-6
15,-8,-6
15,-8,-6
15,-8,-6
15,-8,-6
15,-8,-6
15,-8,-6
15,-8,-6
15,-8,-6
15,-6,-6
15,-6,-6
16,-30,-6
16,-26,-6
16,-24,-6
16,-24,-6
16,-24,-6
16,-24,-6
16,-22,-6
16,-22,-6
16,-22,-6
16,-22,-6
16,-22,-6
16,-22,-6
16,-22,-6
16,-22,-6
16,-20,-6
16,-20,-6
16,-20,-6
16,-20,-6
16,-20,-6
16,-20,-6
16,-20,-6
16,-20,-6
16,-20,-6
16,-20,-6
16,-20,-6
16,-18,-6
16,-18,-6
16,-18,-6
16,-18,-6
16,-18,-6
16,-18,-6
16,-18,-6
16,-18,-6
16,-18,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-16,-6
16,-14,-6
16,-14,-6
16,-14,-6
16,-14,-6
16,-14,-6
16,-14,-6
16,-14,-6
16,-12,-6
16,-12,-6
16,-12,-6
16,-12,-6
16,-12,-6
16,-12,-6
16,-12,-6
16,-12,-6
16,-12,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-10,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-8,-6
16,-6,-6
16,-6,-6
16,-6,-6
16,-6,-6
17,-28,-6
17,-28,-6
17,-26,-6
17,-26,-6
17,-26,-6
17,-22,-6
17,-22,-6
17,-22,-6
17,-22,-6
17,-22,-6
17,-20,-6
17,-20,-6
17,-20,-6
17,-20,-6
17,-20,-6
17,-20,-6
17,-20,-6
17,-20,-6
17,-20,-6
17,-20,-6
17,-20,-6
17,-18,-6
17,-18,-6
17,-18,-6
17,-18,-6
17,-18,-6
17,-18,-6
17,-18,-6
17,-18,-6
17,-16,-6
17,-16,-6
17,-16,-6
17,-16,-6
17,-16,-6
17,-16,-6
17,-16,-6
17,-16,-6
17,-14,-6
17,-14,-6
17,-14,-6
17,-14,-6
17,-14,-6
17,-14,-6
17,-14,-6
17,-14,-6
17,-14,-6
17,-14,-6
17,-14,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-12,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-10,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-8,-6
17,-6,-6
17,-6,-6
17,-6,-6
17,-6,-6
18,-32,-6
18,-30,-6
18,-30,-6
18,-30,-6
18,-30,-6
18,-28,-6
18,-26,-6
18,-26,-6
18,-26,-6
18,-24,-6
18,-24,-6
18,-24,-6
18,-24,-6
18,-24,-6
18,-24,-6
18,-22,-6
18,-22,-6
18,-22,-6
18,-22,-6
18,-22,-6
18,-22,-6
18,-20,-6
18,-20,-6
18,-20,-6
18,-20,-6
18,-20,-6
18,-20,-6
18,-20,-6
18,-20,-6
18,-20,-6
18,-20,-6
18,-20,-6
18,-18,-6
18,-18,-6
18,-18,-6
18,-18,-6
18,-18,-6
18,-18,-6
18,-18,-6
18,-18,-6
18,-18,-6
18,-18,-6
18,-16,-6
18,-16,-6
18,-16,-6
18,-16,-6
